id,score,chapterId,text,imageDesc,imageURL,metadata_json
indiaGate::51,0.0,indiaGate,"Jayewardene of Sri Lanka requested Indian military assistance to implement it, since Sri Lankan troops were to remain in barracks. Prime Minister Rajiv Gandhi agreed, and the Indian Peace Keeping Force (IPKF)54 Infantry Divisionlanded under Operation Pawan. Its initial tasks were to:Separate the warring partiesTake custody of weapons and munitions surrendered by the LTTE and other groupsDismantle Sri Lankan Army camps established after May 1987Facilitate the safe return of civilians and restore normalcyHowever, the Accord quickly unraveled. The Sri Lankan Army did not vacate its camps on schedule, and the LTTE withheld most of its weapons. Clashes and reprisals resumed. An LTTE leaders death by fasting, protesting the Armys non-compliance, sparked widespread LTTE demonstrations. With the peace process collapsing, the IPKF was ordered to disarm and neutralise the LTTEshifting from peacekeeping to peace enforcement.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""Jayewardene of Sri Lanka requested Indian military assistance to implement it, since Sri Lankan troops were to remain in barracks. Prime Minister Rajiv Gandhi agreed, and the Indian Peace Keeping Force (IPKF)54 Infantry Divisionlanded under Operation Pawan. Its initial tasks were to:Separate the warring partiesTake custody of weapons and munitions surrendered by the LTTE and other groupsDismantle Sri Lankan Army camps established after May 1987Facilitate the safe return of civilians and restore normalcyHowever, the Accord quickly unraveled. The Sri Lankan Army did not vacate its camps on schedule, and the LTTE withheld most of its weapons. Clashes and reprisals resumed. An LTTE leaders death by fasting, protesting the Armys non-compliance, sparked widespread LTTE demonstrations. With the peace process collapsing, the IPKF was ordered to disarm and neutralise the LTTEshifting from peacekeeping to peace enforcement.""}"
indiaGate::25,0.0,indiaGate,"The UN intervened, and a ceasefire was agreed upon by both sides. While India adhered to the terms of the ceasefire agreement of 30 June 1965which prohibited the use of force to resolve bilateral disputesPakistan was already preparing for its next major offensive. Between 5 and 10 August, Pakistan launched Operation Gibraltar, an infiltration attempt on a mass scale across the Cease Fire Line (CFL) in Jammu and Kashmir. The aim was to penetrate deep into Indian-held areas, attack communication centres and administrative headquarters, disrupt lines of communication, and incite the local populace to rise against the government. It was hoped that Indian defences would be sandwiched between frontal assaults by the Pakistan Army and rear attacks by the infiltrators. The infiltration offensive failed. The Indian Army tracked down and destroyed the infiltrators; those who survived exfiltrated back into Pakistan-Occupied Kashmir.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""The UN intervened, and a ceasefire was agreed upon by both sides. While India adhered to the terms of the ceasefire agreement of 30 June 1965which prohibited the use of force to resolve bilateral disputesPakistan was already preparing for its next major offensive. Between 5 and 10 August, Pakistan launched Operation Gibraltar, an infiltration attempt on a mass scale across the Cease Fire Line (CFL) in Jammu and Kashmir. The aim was to penetrate deep into Indian-held areas, attack communication centres and administrative headquarters, disrupt lines of communication, and incite the local populace to rise against the government. It was hoped that Indian defences would be sandwiched between frontal assaults by the Pakistan Army and rear attacks by the infiltrators. The infiltration offensive failed. The Indian Army tracked down and destroyed the infiltrators; those who survived exfiltrated back into Pakistan-Occupied Kashmir.""}"
indiaGate::18,0.0,indiaGate,"Malik, the head of the Intelligence Bureau. China, in response to the Forward Policy, began progressively improving her roads leading to the border and strengthening her military positions along it. Public opinion and agitation against incursions by an increasingly aggressive China finally caused the Prime Minister to issue an order to throw the Chinese outan order that the army, in its unprepared state, could not possibly enforce. China got just the excuse it needed to launch a well-prepared offensive. Caught in the untenable forward posture, the isolated postswhich had no covering fire, mutual support, or reserveswere defeated by the Chinese, who attacked with overwhelming strength on 20 October 1962 simultaneously in the eastern and western fronts. Heroic resistance was offered at Walong, Bumla, Namka Chu, Rezangla, and Sirijap, but these fell to the strength of the assaults on each post.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""Malik, the head of the Intelligence Bureau. China, in response to the Forward Policy, began progressively improving her roads leading to the border and strengthening her military positions along it. Public opinion and agitation against incursions by an increasingly aggressive China finally caused the Prime Minister to issue an order to throw the Chinese outan order that the army, in its unprepared state, could not possibly enforce. China got just the excuse it needed to launch a well-prepared offensive. Caught in the untenable forward posture, the isolated postswhich had no covering fire, mutual support, or reserveswere defeated by the Chinese, who attacked with overwhelming strength on 20 October 1962 simultaneously in the eastern and western fronts. Heroic resistance was offered at Walong, Bumla, Namka Chu, Rezangla, and Sirijap, but these fell to the strength of the assaults on each post.""}"
indiaGate::31,0.0,indiaGate,"It was ordered not to cross the 24th parallel, which passes through Porbandar. The September 1965 conflict marked the first full-scale war involving the armed forces of post-independence India, and the services learned many lessons as a resultlessons that would serve them well in the 1971 war. The Indo-Pak War 1971In 1971, India possessed ample information and intelligence about Pakistans aims and intentions and was well prepared to meet the challenge. In the elections held on 7 December 1970, the Awami League, led by Sheikh Mujibur Rahman, won a landslide victory and emerged as the ruling party in Pakistan. Rather than accept this democratic outcome, the West Pakistani political and military elite unleashed a bloodbath on their defenseless compatriots in East Pakistan. In the genocide that followed, more than one million people were killed, and over ten million fled to India, creating enormous economic, political, and security problems.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""It was ordered not to cross the 24th parallel, which passes through Porbandar. The September 1965 conflict marked the first full-scale war involving the armed forces of post-independence India, and the services learned many lessons as a resultlessons that would serve them well in the 1971 war. The Indo-Pak War 1971In 1971, India possessed ample information and intelligence about Pakistans aims and intentions and was well prepared to meet the challenge. In the elections held on 7 December 1970, the Awami League, led by Sheikh Mujibur Rahman, won a landslide victory and emerged as the ruling party in Pakistan. Rather than accept this democratic outcome, the West Pakistani political and military elite unleashed a bloodbath on their defenseless compatriots in East Pakistan. In the genocide that followed, more than one million people were killed, and over ten million fled to India, creating enormous economic, political, and security problems.""}"
indiaGate::70,0.0,indiaGate,"The Duke also read a message from the King, expressing his wish that this archway, at the heart of Indias capital, would keep alive the memory of the Indian Armys glorious sacrifice. Units represented at the ceremony included the Deccan Horse; 3rd Sappers and Miners; 6th Jat Light Infantry; 34th Sikh Pioneers; 39th Garhwal Rifles; 59th Scinde Rifles (Frontier Force); 117th Mahrattas; and 5th Gurkha Rifles. The land for the memorial was provided by Sir Sobha Singh, the contractor responsible for much of New Delhis construction. A decade later, on 12 February 1931, Lord Irwin inaugurated the completed monument. He remarked that those who look upon this monument may learnof that sacrifice and service which the names upon its walls record.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""The Duke also read a message from the King, expressing his wish that this archway, at the heart of Indias capital, would keep alive the memory of the Indian Armys glorious sacrifice. Units represented at the ceremony included the Deccan Horse; 3rd Sappers and Miners; 6th Jat Light Infantry; 34th Sikh Pioneers; 39th Garhwal Rifles; 59th Scinde Rifles (Frontier Force); 117th Mahrattas; and 5th Gurkha Rifles. The land for the memorial was provided by Sir Sobha Singh, the contractor responsible for much of New Delhis construction. A decade later, on 12 February 1931, Lord Irwin inaugurated the completed monument. He remarked that those who look upon this monument may learnof that sacrifice and service which the names upon its walls record.""}"
indiaGate::38,0.0,indiaGate,"Pakistan claims, on the other hand, that the logical extension runs from NJ 9842 to the Karakoram Pass, well to the northeast. These varying interpretations initially mattered little, as there was no military or civilian presence in these glaciated areas. However, it soon became known that Pakistan was surreptitiously permitting foreign mountaineering expeditions to climb mountains across the Saltoro Ridge and the Siachen Glacier, giving it the opportunity to later claim that these areas were under its control. Further, Pakistan Army officers accompanied these patrols. In order to counter such a Pakistani claim, the Indian Army launched its own mountaineering expeditions in the area, attracting Pakistani protests. An intelligence report indicated that Pakistan had attempted to occupy the Saltoro Ridge in SeptemberOctober 1983 but had been thwarted by bad weather. Reports also noted large-scale purchases of snow clothing and mountaineering equipment by the Pakistan Army from abroad.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""Pakistan claims, on the other hand, that the logical extension runs from NJ 9842 to the Karakoram Pass, well to the northeast. These varying interpretations initially mattered little, as there was no military or civilian presence in these glaciated areas. However, it soon became known that Pakistan was surreptitiously permitting foreign mountaineering expeditions to climb mountains across the Saltoro Ridge and the Siachen Glacier, giving it the opportunity to later claim that these areas were under its control. Further, Pakistan Army officers accompanied these patrols. In order to counter such a Pakistani claim, the Indian Army launched its own mountaineering expeditions in the area, attracting Pakistani protests. An intelligence report indicated that Pakistan had attempted to occupy the Saltoro Ridge in SeptemberOctober 1983 but had been thwarted by bad weather. Reports also noted large-scale purchases of snow clothing and mountaineering equipment by the Pakistan Army from abroad.""}"
indiaGate::41,0.0,indiaGate,"During this jockeying for key heights, the Pakistan Army occupied a position atop a steep vertical cliff at 21,156 ft, naming it Quaid Post after Pakistans first president. This post dominated Indian lines of communication and the flight paths of several helicopter missions. The post was captured after a series of attempts and the loss of several officers and men, the post was finally captured by Naib Subedar (later Honorary Captain) Bana Singh, and subsequently renamed Bana Post in honour of the JCO who led the assault. Naib Subedar Bana Singh was awarded the Param Vir Chakra, Indias highest decoration for courage in the face of the enemy. Since 1987, there have been several attempts to resolve the Siachen issue; however, talks have always stalled over the question of where the Line of Control extends from NJ 9842.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""During this jockeying for key heights, the Pakistan Army occupied a position atop a steep vertical cliff at 21,156 ft, naming it Quaid Post after Pakistans first president. This post dominated Indian lines of communication and the flight paths of several helicopter missions. The post was captured after a series of attempts and the loss of several officers and men, the post was finally captured by Naib Subedar (later Honorary Captain) Bana Singh, and subsequently renamed Bana Post in honour of the JCO who led the assault. Naib Subedar Bana Singh was awarded the Param Vir Chakra, Indias highest decoration for courage in the face of the enemy. Since 1987, there have been several attempts to resolve the Siachen issue; however, talks have always stalled over the question of where the Line of Control extends from NJ 9842.""}"
indiaGate::22,0.0,indiaGate,"1,423 soldiers and officers were killed, 3,018 were wounded, 3,587 were taken prisoner, and 1,655 were declared missing, believed killed. The bulk of the Army was, however, untouched, and reinforcements were moving up. Winter, however, was setting in, and the Chinese realised that they would not be able to sustain a prolonged war across an extended line of communication through snowbound passes. They decided unilaterally to withdraw. The defeat had a positive effect. It led to the realisation that the armed forces needed to be restructured and modernised to meet future challenges. The reforms, modernisation, and expansion came not a day too soon. Even before the contemplated steps could be fully implemented, Pakistan launched an attack on India in 1965.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""1,423 soldiers and officers were killed, 3,018 were wounded, 3,587 were taken prisoner, and 1,655 were declared missing, believed killed. The bulk of the Army was, however, untouched, and reinforcements were moving up. Winter, however, was setting in, and the Chinese realised that they would not be able to sustain a prolonged war across an extended line of communication through snowbound passes. They decided unilaterally to withdraw. The defeat had a positive effect. It led to the realisation that the armed forces needed to be restructured and modernised to meet future challenges. The reforms, modernisation, and expansion came not a day too soon. Even before the contemplated steps could be fully implemented, Pakistan launched an attack on India in 1965.""}"
indiaGate::23,0.0,indiaGate,"The reforms, modernisation, and expansion came not a day too soon. Even before the contemplated steps could be fully implemented, Pakistan launched an attack on India in 1965. Luckily, the 1962 operations had opened the eyes of the Government and the armed forces to their weaknesses, and they were better prepared to face the new challenges, which were not long in coming. Indo-Pak War (1965)Pakistans failed attempt to seize the state of Jammu & Kashmir by force in 194748 encouraged another bid in 1965. India was still recovering from the 1962 debacle; Prime Minister Nehru had passed away, and Pakistan had received a large quantity of arms and ammunition from the USA. All these factors emboldened Pakistan to attempt once more to annex Jammu & Kashmir by armed intervention. As a prelude to the main offensive, Pakistan launched a trial run in the Kutch region in April 1965.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""The reforms, modernisation, and expansion came not a day too soon. Even before the contemplated steps could be fully implemented, Pakistan launched an attack on India in 1965. Luckily, the 1962 operations had opened the eyes of the Government and the armed forces to their weaknesses, and they were better prepared to face the new challenges, which were not long in coming. Indo-Pak War (1965)Pakistans failed attempt to seize the state of Jammu & Kashmir by force in 194748 encouraged another bid in 1965. India was still recovering from the 1962 debacle; Prime Minister Nehru had passed away, and Pakistan had received a large quantity of arms and ammunition from the USA. All these factors emboldened Pakistan to attempt once more to annex Jammu & Kashmir by armed intervention. As a prelude to the main offensive, Pakistan launched a trial run in the Kutch region in April 1965.""}"
indiaGate::32,0.0,indiaGate,"Rather than accept this democratic outcome, the West Pakistani political and military elite unleashed a bloodbath on their defenseless compatriots in East Pakistan. In the genocide that followed, more than one million people were killed, and over ten million fled to India, creating enormous economic, political, and security problems. Indias Prime Minister, Mrs. Indira Gandhi, appealed to world leaders to pressure Pakistan into creating conditions for the refugees return. However, Cold War politics stymied any resolution. Many nations turned a blind eye to the plight of East Pakistans citizens and the burdens on India. The USA, China, and Pakistan formed an alliance, leaving India isolated. To safeguard its interests, India entered into a friendship treaty with the Soviet Union. On the evening of 3 December, Pakistan launched a pre-emptive strike on Indian airfields in the west. This attack was, in effect, an act of war.",,,"{""chapterId"": ""indiaGate"", ""createdAt"": ""2025-07-02T08:56:28.417Z"", ""text"": ""Rather than accept this democratic outcome, the West Pakistani political and military elite unleashed a bloodbath on their defenseless compatriots in East Pakistan. In the genocide that followed, more than one million people were killed, and over ten million fled to India, creating enormous economic, political, and security problems. Indias Prime Minister, Mrs. Indira Gandhi, appealed to world leaders to pressure Pakistan into creating conditions for the refugees return. However, Cold War politics stymied any resolution. Many nations turned a blind eye to the plight of East Pakistans citizens and the burdens on India. The USA, China, and Pakistan formed an alliance, leaving India isolated. To safeguard its interests, India entered into a friendship treaty with the Soviet Union. On the evening of 3 December, Pakistan launched a pre-emptive strike on Indian airfields in the west. This attack was, in effect, an act of war.""}"
